"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","ENTREZID","diffexpressed"
"ENSG00000065989",247.438504973228,0.773746668329758,0.0773147613864264,10.0077482547285,0.0000000000000000000000140923476319654,0.000000000000000000000125307201117841,"PDE4A","5141","UP"
"ENSG00000079999",1747.32869677246,0.191705403103009,0.0365471422087301,5.24542800113154,0.000000155919941086448,0.00000066864522800274,"KEAP1","9817","UP"
"ENSG00000130734",183.892295533896,0.328376406942053,0.0983933811777475,3.3373830943856,0.000845712913413019,0.00252122019247522,"ATG4D","84971","UP"
"ENSG00000129355",73.0088622312324,-0.439837815805501,0.134473771345648,-3.27080746977009,0.001072408934247,0.003157157988934,"CDKN2D","1032","DOWN"
"ENSG00000129353",4074.39692065313,-0.451571273013278,0.0240923136429835,-18.7433751571133,0.00000000000000000000000000000000000000000000000000000000000000000000000000000219267644172211,0.0000000000000000000000000000000000000000000000000000000000000000000000000000574944126091113,"SLC44A2","57153","DOWN"
"ENSG00000267100",111.24917043349,0.305152801808931,0.103898211807924,2.93703612890917,0.00331365496731114,0.0090539473860803,"ILF3-DT","147727","UP"
"ENSG00000129351",7138.43549615142,-0.148248025133528,0.0190832983315639,-7.76846971408107,0.00000000000000794399944097961,0.0000000000000517588191075864,"ILF3","3609","DOWN"
"ENSG00000213339",472.821232562735,-0.158631988120783,0.0561890919040993,-2.823181203774,0.00475496885676705,0.0126493642262254,"QTRT1","81890","DOWN"
"ENSG00000099203",408.119478473256,0.423641474340956,0.0631666231689138,6.70672980583585,0.0000000000199034299525794,0.000000000109055268969334,"TMED1","11018","UP"
"ENSG00000142453",1992.8984555439,-0.0933400614980054,0.0305418671730208,-3.05613474674717,0.00224210469666104,0.00628625742384506,"CARM1","10498","DOWN"
"ENSG00000130733",700.64190485973,0.308639075864106,0.0469412917829307,6.57500175519961,0.0000000000486525940989646,0.000000000260943765486697,"YIPF2","78992","UP"
"ENSG00000127616",3664.58661434147,-0.139666177312688,0.0249450087256178,-5.59896285661568,0.0000000215637989190614,0.0000000985636433645033,"SMARCA4","6597","DOWN"
"ENSG00000130164",4992.92520394853,0.873870361771379,0.0329168686576677,26.5477974487655,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027230776027034,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000167348719651556,"LDLR","3949","UP"
"ENSG00000161888",149.768217443117,-0.319741111350244,0.0981776772737869,-3.25675978724355,0.00112691755890169,0.00330896198488502,"SPC24","147841","DOWN"
"ENSG00000197256",1101.82452311055,-0.308439476024501,0.0358381769150545,-8.60644995295325,0.00000000000000000753580282211169,0.0000000000000000557484046391893,"KANK2","25959","DOWN"
"ENSG00000130158",7886.07835252831,-0.262905408442492,0.0277523055991457,-9.47328168837205,0.00000000000000000000271187127958294,0.0000000000000000000225581425191674,"DOCK6","57572","DOWN"
"ENSG00000267174",2.17997139268266,-2.79182488794259,1.05497022478904,-2.64635420255662,0.0081364570902191,0.0207985540372704,NA,NA,"DOWN"
