"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENTREZID","diffexpressed","original_leidenID","degreeCentrality","degree_ratio","betweennessCentrality","betweenness_ratio","closenessCentrality","eigenvectorCentrality","VEGFA","TNF.IL6","TGFB1.2","F2.Thrombin.","GSE13592","intersect_count","Average.NX..all.except.retina.","NX..retina.","tissue_ratio","degree_ratio_percentile","betweenness_ratio_percentile","tissue_ratio_percentile"
"255","SLFN5","1728.05301205624","1.39571697716052","0.0377255699753981","36.9965776016296","1.29981202656173e-299","1.0916108190331e-297","162394","UP",22,6,0.081081081,69.5490856,3.980363122,0.297142857,0.010075578,0,1,1,1,1,3,10.8852459016393,7.9,0.725753012,34.2586750788644,27.31861199,59.0439276485788
"256","SLITRK4","770.886811235107","1.12833018982283","0.0534955257043103","21.0920478856407","9.40987270232973e-99","2.15386601263122e-97","139065","UP",1,10,0.217391304,15.14645403,81.60771273,0.290016732,0.030954488,0,0,1,1,1,2,3.7655737704918,0,0,90.5993690851735,84.47949527,2.39018087855297
"257","SMAD3","4386.64658710129","1.03790014644787","0.0265958442588459","39.0248993920417","0","0","4088","UP",2,100,0.119617225,28585.88248,17.71638507,0.364826941,0.052233791,0,1,0,1,1,2,13.9409836065574,30.8,2.209313264,60.2523659305994,46.6876971608833,93.733850129199
"258","SMAD6","156.698020942032","1.24874588862276","0.105351589557378","11.8531281195587","2.07305116234639e-32","1.81058232347197e-31","4091","UP",2,16,0.156862745,456.2645284,23.6268689,0.292025459,0.009608141,0,1,0,1,1,2,4.78524590163935,18.5,3.866050017,76.8454258675079,53.4384858,97.4160206718346
"259","SMAD7","53.544260377567","2.20207428828938","0.176218976536408","12.4962380985933","7.82682245233647e-36","7.3324804705315e-35","4092","UP",2,26,0.117117117,2235.572005,27.87331988,0.318562385,0.016268385,0,1,0,1,1,2,6.56065573770492,7.1,1.082208896,58.7697160883281,58.5488958990536,77.390180878553
"260","SNRK","3263.3794300029","-1.06974377925196","0.0345255166918263","-30.9841497464167","8.81434749320757e-211","4.6638965581212e-209","54861","DOWN",15,6,0.1,141.0552271,25.63210675,0.290990487,0.00709764,0,1,1,1,1,3,15.9770491803279,14.7,0.920069772,47.8864353312303,55.6466876971609,71.05943152
"261","SOCS1","38.1185634713632","1.21019714300697","0.208077250553235","5.81609541547333","6.02380906963733e-09","2.35084951603062e-08","8651","UP",4,34,0.101796407,7661.722739,17.67434247,0.298165138,0.007555166,0,1,1,1,1,3,8.14098360655738,3.2,0.393072896,49.3375394321767,46.6246056782334,34.1731266149871
"262","SOX17","1200.58772049937","1.00615032668053","0.0389325005589286","25.8434550115168","2.88228900368499e-147","9.92980119678278e-146","64321","UP",15,6,0.0375,28.62370813,8.540522033,0.24750119,0.000997532,0,0,0,0,1,0,6.08524590163934,3.6,0.591594828,6.43533123028391,34.384858044164,48.6434108527132
"263","SOX18","5825.40111945178","-3.63716822082024","0.118347292658179","-30.7330073981956","2.06278670535683e-207","1.06988359252123e-205","54345","DOWN",15,2,0.166666667,0,0,0.178899083,5.63e-06,0,1,1,1,1,3,9.29672131147541,13.1,1.409098924,80.410094637224,10.1892744479495,85.6589147286822
"264","SPECC1","512.352789893616","1.37202253135152","0.0471794128550595","29.080958162123","6.25080062276511e-186","2.78325743201196e-184","92521","UP",1,38,0.122580645,3220.03041,58.61808726,0.341955283,0.075565908,0,1,1,1,1,3,13.2655737704918,3,0.226149283,61.9242902208202,78.35962145,21.2532299741602
"265","ST6GALNAC3","474.20439681577","-1.61827255755584","0.0700322942132348","-23.1075188345038","3.89040825515977e-118","1.03739824196063e-116","256435","DOWN",22,10,0.172413793,204.8115995,106.7204133,0.291153415,0.009310702,0,0,1,0,1,1,6.48852459016393,2.8,0.431531076,82.7444794952681,88.8958990536278,36.7571059431525
"266","STAT1","4530.64571623343","1.66494082048634","0.111675315321862","14.9087631021035","2.89057665901875e-50","3.55284992584289e-49","6772","UP",2,78,0.128712871,19981.82805,28.19990333,0.372759857,0.070766348,0,1,1,1,1,3,25.9950819672131,17.9,0.688591789,65.0473186119874,58.9905362776025,55.9431524547804
"267","SULF1","20.5196172070964","1.19008626437029","0.240917842066826","4.93980127897787","7.82022276256595e-07","2.66612882077137e-06","23213","UP",4,12,0.1875,1737.839035,209.0760507,0.286712001,0.0094683,0,0,1,0,1,1,8.709836066,47.4,5.442123094,85.8675078864353,95.205047318612,98.3850129198966
"268","SYNM","383.19362104689","1.17376067168186","0.0676188652190054","17.358479292432","1.70171306160093e-67","2.68980083996788e-66","23336","UP",9,10,0.087719298,433.061048,79.71786073,0.282967531,0.005656303,0,1,1,1,1,3,13.6147540983607,10.9,0.800602047,39.211356466877,84.1009463722397,63.8888888888889
"269","SYT11","1508.05477244384","1.0555335419929","0.0352716180387739","29.9258610941113","9.07074414879784e-197","4.38648547474345e-195","23208","UP",9,12,0.222222222,337.4727293,51.20408187,0.306002354,0.014146499,0,1,1,1,1,3,14.4590163934426,4.4,0.30430839,91.0094637223975,75.0157728706625,26.4857881136951
"270","TACSTD2","1672.26393833978","-2.3297856541199","0.0552456200505327","-42.1714092807514","0","0","4070","DOWN",22,10,0.0390625,357.8992433,10.63056117,0.304628002,0.011410362,0,1,1,1,1,3,8.06470588235294,NA,NA,7.12933753943218,37.4763406940063,NA
"271","TAGLN","171.942770016424","2.10673307488058","0.0959179098245531","21.963917674333","6.37580602598897e-107","1.57059129861496e-105","6876","UP",4,14,0.102941176,424.8160932,35.36497877,0.289962825,0.006753987,0,1,1,1,1,3,80.5360655737705,39.1,0.485496774,49.7791798107256,65.2996845425868,40.5684754521964
"272","TAGLN2","9757.99299984275","1.34670319018785","0.0218249664535169","61.7047083694757","0","0","8407","UP",2,26,0.061904762,5320.952726,36.89245361,0.333048676,0.027225177,0,1,1,1,1,3,56.6065573770492,24.7,0.436345207,19.0220820189274,66.7507886435331,37.2739018087855
"273","TBX3","55.1323453744314","1.04563105035846","0.15137655745102","6.90748335122355","4.93326831288425e-12","2.25883195412797e-11","6926","UP",6,10,0.074626866,1462.628158,84.88051642,0.285191956,0.004820937,1,1,1,1,1,4,11.4344262295082,2.6,0.227383513,28.4858044164038,85.2996845425867,21.3824289405685
"274","TFPI2","7358.06547917549","4.04291951450821","0.0783496599494154","51.6009835539609","0","0","7980","UP",9,6,0.076923077,66.42762869,3.507325179,0.282250769,0.004809301,0,1,1,1,1,3,18.983606557377,58.2,3.065803109,30.1577287066246,26.5615141955836,96.3824289405685
"275","TGFB2","85.5529358031596","3.61197302985616","0.154530435586305","23.3738617001366","7.88418665894605e-121","2.15595505173196e-119","7042","UP",4,8,0.25,1018.184834,366.4234055,0.279169649,0.004733932,0,0,1,0,1,1,6.54918032786885,11.6,1.771214018,93.5015772870663,97.6656151419558,90.6330749354005
"276","THBD","287.199942534996","-2.22538825791153","0.0923386779112752","-24.1002828744183","2.48269661576396e-128","7.2962836158672e-127","7056","DOWN",23,6,0.081081081,51.86060253,2.795360436,0.24512885,0.000892188,0,1,1,1,1,3,11.9147540983607,8.8,0.738580077,34.2586750788644,25.4889589905363,60.077519379845
"277","THSD7A","421.085306671006","-2.85808388133164","0.0838840985025673","-34.0718197173469","1.92907890774086e-254","1.31194043642007e-252","221981","DOWN",22,10,0.192307692,510.2519862,58.60112188,0.272203804,0.005280253,0,0,0,1,1,1,3.896721311,4.4,1.129154396,86.5930599369085,78.2965299684543,79.0051679586563
"278","TIMP3","18.2114735750118","-1.46770953177834","0.303386791572492","-4.83775026648661","1.31316987444678e-06","4.40066683713002e-06","7078","DOWN",9,24,0.141176471,3344.253971,44.63603779,0.326975477,0.021071082,0,0,1,1,1,2,34.0950819672131,247.1,7.247379556,70.410094637224,70.9148264984227,99.0956072351421
"279","TMEM132A","5410.58840701038","1.45746004478787","0.0280347977190431","51.9875356117825","0","0","54972","UP",4,22,0.089430894,2294.265476,22.63553155,0.315278901,0.024544705,0,0,1,0,1,1,8.019672131,19.3,2.406582175,40,52.5552050473186,94.8320413436692
"280","TMEM140","650.036722750125","1.23521108905073","0.0521541595543619","23.6838461132373","5.29047857414333e-124","1.49879956628101e-122","55281","UP",22,14,0.120689655,1926.253307,66.54703004,0.255821581,0.002098444,0,0,0,0,1,0,13.9819672131148,9.9,0.708054872,61.0094637223975,80.6309148264984,57.5581395348837
"281","TMEM44","1521.60367441069","-1.29975838831056","0.0438438620887742","-29.6451618627674","3.91528088537141e-193","1.82242337211886e-191","93109","DOWN",6,6,0.214285714,57.60459436,34.60943438,0.263157895,0.002155819,0,0,0,1,1,1,6.309836066,3.3,0.522992985,90.2208201892744,64.8580441640378,43.5400516795866
"282","TNFAIP2","1839.53878029837","2.37565799643787","0.0465352073441791","51.0507663341277","0","0","7127","UP",22,14,0.162790698,717.6824656,79.62374631,0.281486828,0.004781136,0,0,1,1,1,2,14.8426229508197,16.3,1.098188646,78.35962145,84.0378548895899,78.03617571
"283","TNFAIP3","847.438321182173","4.6922342117676","0.119134410461213","39.3860530605912","0","0","7128","UP",2,62,0.158163265,9940.78353,9.539546824,0.346820809,0.048035157,0,1,0,0,1,1,13.8983606557377,7.2,0.518046709,77.2870662460568,35.8990536277603,43.0878552971576
"284","TNFRSF12A","1272.57352172499","1.21026189950976","0.04502614587176","26.8790916050583","3.85637492090402e-159","1.46077996401948e-157","51330","UP",2,6,0.333333333,633.4796854,1307.593914,0.273684211,0.003361221,0,1,1,1,1,3,13.416393442623,2.8,0.208699902,97.192429022082,99.68454259,19.1860465116279
"285","TRIB2","239.420800568926","-2.83037812364484","0.103449991093988","-27.3598682195473","8.24119829981283e-165","3.23063187171566e-163","28951","DOWN",23,10,0.108695652,1622.697169,119.3018393,0.290719344,0.008836609,0,1,1,1,1,3,15.7967213114754,35.7,2.25996264,52.8391167192429,89.9684542586751,94.1860465116279
"286","TRIM69","636.111769899757","1.57021927678419","0.0787234291288714","19.9460223488705","1.6229822805063e-88","3.2989456363194e-87","140691","UP",2,16,0.103896104,1443.600656,24.32454607,0.312625251,0.012523531,0,1,1,1,1,3,5.85245901639344,3.7,0.632212885,50.15772871,54.1324921135647,51.5503875968992
"287","TSPAN12","602.638452409707","-1.02137729419142","0.0523672797463396","-19.5041120932544","1.0130090728029e-84","1.96433862851895e-83","23554","DOWN",22,10,0.238095238,226.3459616,173.1785357,0.245051838,0.001059932,0,0,0,0,1,0,8.32622950819672,2.9,0.348296909,92.0820189274448,93.88012618,29.8449612403101
"288","TSPAN18","2877.12230236266","-2.8330248185406","0.073990119886992","-38.2892313577487","0","0","90139","DOWN",22,12,0.230769231,277.9081467,174.9681298,0.269244046,0.004584326,0,0,0,1,1,1,8.786885246,16.7,1.900559701,91.608832807571,94.006309148265,91.4728682170543
"289","TSPAN7","44.3229435579916","-1.56007612555844","0.220002674760242","-7.09116890173546","1.32983919106056e-12","6.26780009383625e-12","7102","DOWN",22,8,0.153846154,161.4376336,22.74771052,0.244782677,0.000720183,0,0,0,1,1,1,15.2196721311475,8.1,0.532205946,75.8675078864353,52.68138801,44.4444444444444
"290","TUBA4A","124.941075894278","-1.10799598694929","0.12254787547793","-9.04133166428362","1.54774660380022e-19","9.49695062482616e-19","7277","DOWN",9,76,0.079831933,16695.30543,20.78631205,0.345438441,0.042738315,0,0,1,0,1,1,19.055737704918,5.7,0.299122505,32.8706624605678,50.788643533123,25.9043927648579
"291","TXNRD2","1794.26254334191","-1.09618101411663","0.0369767256199143","-29.6451618075741","3.91528729888666e-193","1.82242337211886e-191","10587","DOWN",22,4,0.036363636,20.78445566,2.701518401,0.240406842,0.001014051,0,1,1,1,1,3,10.727868852459,10,0.932151589,5.93059936908517,25.2996845425868,71.4470284237726
"292","TYMP","419.891564286551","3.83462616467611","0.18187601544089","21.0837374866637","1.12166643237457e-98","2.56494245519453e-97","1890","UP",11,8,0.045454545,91.95932148,3.003496066,0.253246753,0.001100876,0,0,0,1,1,1,12.4606557377049,5.4,0.433364031,10.7570977917981,25.8675078864353,36.8217054263566
"293","UNC5B","241.878510902364","1.40437760399528","0.0766842242403911","18.3137746766898","6.42570283632897e-75","1.11010366935964e-73","219699","UP",1,30,0.1875,891.1916832,89.05919749,0.325135473,0.068700376,0,0,1,0,1,1,9.05901639344263,7.1,0.783749548,85.8675078864353,86.11987382,63.1782945736434
"294","VCAM1","915.017236801151","7.23546496420803","0.129961048938169","55.6741040744479","0","0","7412","UP",4,24,0.025806452,2184.812708,10.12104732,0.315789474,0.016809171,0,1,1,1,1,3,8.52950819672131,15.3,1.793772823,2.08201892744479,36.7192429022082,90.7622739018088
"295","VEGFA","523.847778020675","2.55769060428043","0.062717690822493","40.7810072523133","0","0","7422","UP",0,16,0.150943396,1975.493975,13.77718054,0.276890309,0.003586883,1,1,0,1,1,3,19.727868852459,24.4,1.236828985,74.7634069400631,41.3249211356467,81.6537467700258
"296","VMP1","2523.32076975913","1.13706314695178","0.0296397801989126","38.362738836825","0","0","81671","UP",1,40,0.101010101,2869.42331,29.60814554,0.330718677,0.04311835,0,1,1,1,1,3,24.1737704918033,20,0.827343008,49.0220820189274,60.5047318611987,65.5684754521964
"297","VWA1","51.7878215776707","2.37485500623094","0.206969391627051","11.4744261823522","1.77350265000639e-30","1.47369327596833e-29","64856","UP",8,4,0.086956522,11.83455626,5.703721539,0.215916955,0.000167113,1,1,1,1,1,4,16.4983606557377,11.4,0.690977742,38.5488958990536,30.2839116719243,56.1369509043928
"298","VWF","55937.4506071133","-1.49050768457567","0.0603547976563905","-24.6957614382435","1.18771343607649e-134","3.66390187947309e-133","7450","DOWN",6,6,0.088235294,179.9732392,37.41878426,0.26183283,0.00185885,0,0,1,1,1,2,13.0409836065574,26.3,2.016719045,39.5268138801262,67.1293375394322,92.5710594315245
"299","WSB1","5244.98597839657","-1.36005975115975","0.0410576458424192","-33.1256145659133","1.27156024854905e-240","7.98073146423115e-239","26118","DOWN",4,4,0.074074074,1559,624.2276136,0.229783473,0.000302375,1,1,1,1,1,4,29.8196721311475,37.6,1.260912589,27.8548895899054,98.9905362776025,82.4935400516796
"300","WTAP","1787.60673420048","1.38927007765624","0.0400134469442128","34.7200799669465","3.92179995345056e-264","2.77097476351736e-262","9589","UP",2,24,0.063492063,3760.894244,21.92994575,0.335051546,0.027733542,0,1,1,1,1,3,30.8573770491803,23.7,0.768049726,20.820189274448,52.0504731861199,61.7571059431525
"301","XAF1","413.964619261076","3.82364181418433","0.257920937082056","14.8248601197035","1.01190476965346e-49","1.23155960077628e-48","54739","UP",2,10,0.125,101.63451,2.230442709,0.283997815,0.006630924,0,1,0,1,1,2,13.7754098360656,9.9,0.718671903,63.4069400630915,24.4794952681388,58.2041343669251
"302","XPC","1805.27333699727","1.06721320980468","0.0306220869900593","34.851093269741","4.09835715220562e-266","2.921967686855e-264","7508","UP",23,14,0.040935673,1868.719966,17.60888805,0.31187525,0.012646213,0,0,0,0,1,0,20.7377049180328,16.7,0.805296443,8.26498422712934,46.4984227129338,64.2118863049096
"303","ZBTB10","680.364946016563","1.03322312915533","0.0454388155978493","22.7387777511576","1.85318526656232e-114","4.83775653823056e-113","65986","UP",9,22,0.074324324,1742.063141,29.7782747,0.317783663,0.019111362,0,0,0,0,1,0,9.04426229508197,7.9,0.873481965,28.2018927444795,60.8201892744479,68.9276485788114
"304","ZFP36","194.459331220898","1.0709859544209","0.103658538886072","10.331864272156","5.05680842303721e-25","3.64161190037398e-24","7538","UP",9,26,0.074285714,2076.745617,30.66012576,0.306664046,0.011341284,0,1,1,1,1,3,43.9049180327869,45.3,1.031775073,28.1072555205047,61.4511041009464,75.3229974160207
"305","ZMAT1","57.8436537170725","-1.34048701919766","0.180345488320854","-7.43288358183261","1.06255414774969e-13","5.26632345831705e-13","84460","DOWN",4,4,0.074074074,24.93182512,11.76340478,0.25751073,0.001177587,1,1,1,1,1,4,8.63770491803279,13.6,1.574492314,27.8548895899054,38.5488958990536,88.5012919896641
"306","ZNF366","197.080894823189","-2.88635081028938","0.114271663898481","-25.258674913963","9.09428864973124e-141","2.93592500471967e-139","167465","DOWN",9,2,0.142857143,0,0,0.236363636,0.000501264,0,1,1,1,1,3,4.95245901639344,5.1,1.02979146,71.5772870662461,10.1892744479495,75.1291989664083
