"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","diffexpressed"
"ENSG00000281103",14.179594122387,-1.07525421013497,0.275944850872044,-3.89662719466204,9.75415901948392e-05,0.000608105821379707,"TRG-AS1","DOWN"
"ENSG00000122641",1022.76462198877,1.00097159535189,0.120897285146598,8.27952086879476,1.23671860727277e-16,2.46951527393051e-15,"INHBA","UP"
"ENSG00000058404",24.5418833945576,-1.53718572290167,0.263531978056773,-5.83301402067612,5.44349919852094e-09,5.95067707523499e-08,"CAMK2B","DOWN"
"ENSG00000177679",45.5879155427096,1.00700898806511,0.159206021158675,6.32519411474686,2.52914440866864e-10,3.12871891812381e-09,"SRRM3","UP"
"ENSG00000146700",4.34419353305199,1.42368047502337,0.5753797322438,2.47433198502051,0.0133485590932004,0.0491241537639889,"SSC4D","UP"
"ENSG00000075213",36.0479502850622,-1.21743973850876,0.223280576862502,-5.4525107182004,4.96635778091012e-08,4.90661602936151e-07,"SEMA3A","DOWN"
"ENSG00000105825",7358.06547917549,1.10093159231257,0.0788238562531309,13.9669846750087,2.47902138029262e-44,1.48192132511796e-42,"TFPI2","UP"
"ENSG00000164692",52.9380681099577,1.80718733110501,0.145319290832368,12.4359768118444,1.66690549706622e-35,7.62417550595181e-34,"COL1A2","UP"
"ENSG00000002079",44.5095442595216,-1.19720138790658,0.193781776671034,-6.17809067742712,6.48814489609366e-10,7.66485660332766e-09,"MYH16","DOWN"
"ENSG00000185955",36.498793630004,-1.07465762454584,0.195270451419201,-5.50343186455177,3.72468518825815e-08,3.72017507261019e-07,"SPACDR","DOWN"
"ENSG00000106366",132950.208966544,1.3007596784386,0.0267948576338519,48.545123702962,0,0,"SERPINE1","UP"
"ENSG00000189056",180.121818533737,2.68252390048731,0.16069830591228,16.6929196002329,1.47574113044781e-62,1.37323891399799e-60,"RELN","UP"
"ENSG00000172331",828.844798422228,1.26068998206863,0.0661276794231687,19.0644824234817,4.98182552139325e-81,6.49011614476679e-79,"BPGM","UP"
"ENSG00000275896",198.155095471157,-1.72475585072628,0.0889009837927801,-19.4008634904033,7.58860228844312e-84,1.03875867557022e-81,"PRSS2","DOWN"
"ENSG00000211771",3.95473580513869,-1.54163843237211,0.589692351383757,-2.61430969683521,0.00894079525906893,0.0347513626427597,"TRBJ2-7","DOWN"
"ENSG00000011201",8.8863999685096,1.33776577276237,0.419894798118249,3.18595462186611,0.00144277225153993,0.0069917824093354,"ANOS1","UP"
"ENSG00000188158",4.94009483730067,2.10040002611937,0.577869914910759,3.63472811427419,0.000278273944937649,0.00158283493522198,"NHS","UP"
"ENSG00000156298",44.3229435579916,-1.04772725470231,0.203405291706562,-5.15093410752455,2.59192248416283e-07,2.36412750544841e-06,"TSPAN7","DOWN"
"ENSG00000124479",3.36869029331528,-3.12374588743897,0.806356638659545,-3.87390112225251,0.000107106883492789,0.000662925632103138,"NDP","DOWN"
"ENSG00000102359",1293.05956650744,1.39872326754103,0.0385427421319136,36.2901856529528,2.31086716772945e-288,2.29748846307417e-285,"SRPX2","UP"
"ENSG00000123572",48.0584501885868,1.11354449612479,0.175756473684843,6.33572392970025,2.36229442175911e-10,2.93191469297172e-09,"NRK","UP"
"ENSG00000184785",24.8994491812689,-1.1021127383769,0.247829315113808,-4.44706364891007,8.70520504688258e-06,6.4512092324681e-05,"SMIM10","DOWN"
"ENSG00000129682",11.0569768637662,1.71556989991615,0.323865361314084,5.29717007387026,1.17611143507306e-07,1.1108372504265e-06,"FGF13","UP"
"ENSG00000182492",4578.77243474802,1.98550718523434,0.0348570877686501,56.9613617297104,0,0,"BGN","UP"
"ENSG00000104611",17.1018972598189,1.26631064666533,0.288972877347784,4.38210900028969,1.17535976504284e-05,8.54930533756613e-05,"SH2D4A","UP"
"ENSG00000175445",2.50014148203916,4.21467813933621,0.958380652195924,4.39770787283652,1.09400088830174e-05,7.99755293344422e-05,"LPL","UP"
"ENSG00000147443",2.93088719737509,2.26224622382663,0.821191564988741,2.754833732197,0.00587219683163895,0.0242513769457061,"DOK2","UP"
