gene,original_leidenID,degreeCentrality,degree_ratio,betweennessCentrality,betweenness_ratio,closenessCentrality,eigenvectorCentrality,VEGFA,TNF-IL6,TGFB1/2,F2(Thrombin),GSE13592,intersect_count,Average NX (all except retina),NX (retina),tissue_ratio,degree_ratio_percentile,betweenness_ratio_percentile,tissue_ratio_percentile
DGKE,22,22,0.150684932,1301.208245,16.71109212,0.319803198,0.02094256,0,0,1,1,0,2,7.537704918032788,17.4,2.308394954,74.63722397476342,44.98422712933754,94.50904392764858
DHRS7,22,18,0.060810811,1660.061446,15.04508435,0.284619595,0.014954524,0,0,1,1,0,2,26.62295081967213,9.1,0.341810345,18.548895899053626,42.64984227129337,29.26356589147287
DHX58,2,6,0.125,30.20639471,15.53089295,0.270223454,0.003106835,0,1,0,1,0,2,9.962295081967214,13.4,1.345071581,63.40694006309149,43.217665615141954,84.56072351421189
DOCK10,9,4,0.090909091,86.66318723,40.33632662,0.26657553,0.002386029,0,0,1,1,0,2,10.342622950819672,1.1,0.106355999,41.230283911671926,68.70662460567823,12.080103359173126
DOK6,9,8,0.173913043,217.0018073,73.62258787,0.27576454,0.003886479,0,0,1,1,0,2,4.454098360655737,5.5,1.234817814,83.02839116719242,82.77602523659307,81.58914729
DPEP1,1,10,0.078125,637.1585503,68.2599628,0.274647887,0.008231654,0,0,1,1,0,2,6.721311475409837,0.2,0.029756098,31.577287066246058,81.07255520504731,6.395348837209303
DPY19L3,11,16,0.296296296,6617.769583,331.6210318,0.298793335,0.008088869,0,0,1,1,0,2,9.903278688524589,9.8,0.989571263,95.89905362776025,96.97160883280758,73.83720930232558
DTX4,6,6,0.15,32.11088184,17.00765739,0.260130065,0.002969577,0,1,0,1,0,2,9.483606557,7.7,0.811927398,74.1955836,45.80441640378549,64.92248062015504
DUSP2,11,6,0.044776119,292.0344526,40.45603804,0.276546712,0.003333095,0,1,0,1,0,2,10.329508196721314,2.8,0.271068084,10.157728706624605,68.76971608832808,23.901808785529717
DUSP4,11,8,0.034782609,284.0007616,9.554557677,0.264945652,0.002147711,0,1,0,1,1,2,6.298360655737705,17.1,2.714992192,5.299684542586751,36.02523659305994,95.80103359173127
DUSP5,3,2,0.018867925,0,0,1,2.15e-27,0,1,0,1,1,2,11.01311475409836,21,1.906817505,0.3785488958990536,10.189274447949527,91.60206718346254
EDNRB,22,4,0.058823529,10.53008244,6.555328153,0.287028519,0.011324474,0,0,1,1,1,2,12.57377049180328,51,4.056062581,17.47634069400631,31.545741324921135,97.54521964
EFCC1,11,2,0.5,0,0,0.255319149,0.001640398,0,0,1,1,0,2,2.460655737704918,1.4,0.568954031,99.17981072555206,10.189274447949527,47.54521963824289
EGFL7,4,14,0.083333333,812.3754443,6.053071065,0.293508937,0.007903846,0,0,1,1,1,2,17.427868852459017,19.9,1.141849309,35.80441640378549,30.977917981072554,79.26356589147287
ELAVL2,23,8,0.02484472,172.7953974,1.957883004,0.288354898,0.005280431,0,0,1,1,0,2,4.685245901639345,0.5,0.106717985,1.7034700315457414,23.84858044164038,12.144702842377262
ELOVL7,23,4,0.090909091,531.0354212,109.4381992,0.289263861,0.007604036,0,0,1,1,1,2,7.672131147540982,4.2,0.547435897,41.230283911671926,89.27444794952682,45.67183463
EMCN,9,4,0.222222222,0,0,0.253741054,0.003317283,0,0,1,1,1,2,10.349180327868853,19.8,1.913194994,91.00946372239747,10.189274447949527,91.66666666666666
ENPP4,1,6,0.12,89.35779447,44.55566873,0.267489712,0.00400591,0,0,1,1,0,2,13.07377049180328,7.1,0.5430721,60.59936908517351,70.78864353312304,45.41343669250646
ENTPD1,11,2,0.066666667,0,0,0.239117106,0.000572222,0,0,1,1,1,2,12.16065573770492,10.8,0.888110003,22.996845425867505,10.189274447949527,69.44444444444444
ERAP1,9,22,0.150684932,3266.479342,123.0173225,0.323450135,0.021432375,0,0,1,1,0,2,17.124590163934425,8.5,0.496362244,74.63722397476342,90.22082018927445,41.27906976744186
ERVFRD-1,22,4,0.133333333,55.1049034,8.233247894,0.25287729,0.0015309,0,0,1,1,0,2,1.9114754098360656,0.7,0.366209262,67.66561514195584,34.00630914826498,31.52454780361757
ETV4,15,6,0.045454545,145.7790769,9.068937478,0.264004062,0.001987438,0,1,0,1,0,2,4.540983606557379,1.7,0.374368231,10.757097791798108,35.20504731861199,32.235142118863045
EXPH5,9,8,0.075471698,80.41440669,6.630072753,0.265306122,0.00292444,0,0,1,1,0,2,4.437704918032787,0.7,0.157739195,28.86435331230284,31.60883280757098,15.439276485788115
FAM167A,9,18,0.094736842,1476.68914,71.57613785,0.300925926,0.010578618,0,1,0,1,0,2,4.959016393442623,0.5,0.100826446,43.91167192429022,82.14511041009463,11.498708010335918
FAP,4,6,0.142857143,1582.964433,512.4185526,0.287292818,0.010064142,0,0,1,1,0,2,4.554098360655738,2.4,0.52699784,71.57728706624606,98.54889589905362,43.830749354005164
FBLN1,15,42,0.177966102,8872.353474,55.87453647,0.334620335,0.02888766,0,0,1,1,0,2,34.35245901639344,35.3,1.027582916,83.97476340694007,76.78233438485805,75.06459948320413
FCGRT,22,30,0.130434783,2825.871901,47.89320299,0.304747021,0.016354377,0,0,1,1,1,2,33.97049180327868,27.5,0.809526108,66.02523659305993,72.99684543,64.66408268733849
FCHO1,15,16,0.111111111,2197.25939,58.68841128,0.284879474,0.003863608,0,1,0,1,0,2,7.901639344262295,0.6,0.07593361,54.763406940063085,78.42271293375394,9.043927648578812
FGFR3,4,34,0.056105611,4981.514703,15.70841106,0.325338895,0.019183412,0,0,1,1,0,2,9.381967213114754,1.7,0.181198672,16.466876971608833,43.722397476340696,17.05426356589147
FIGNL1,9,16,0.129032258,1127.600646,56.05801731,0.310324249,0.016324643,0,0,1,1,0,2,8.681967213114755,5.6,0.645015106,65.26813880126183,76.84542586750788,52.32558139534884
FILIP1,9,2,0.038461538,0,0,0.238095238,0.000499706,0,1,0,1,1,2,5.478688524590163,4.3,0.784859366,6.656151419558359,10.189274447949527,63.30749354005169
FLRT3,1,8,0.19047619,163.5323288,91.40633489,0.291262136,0.018324295,0,0,1,1,0,2,5.965573770491803,1.9,0.318494092,86.24605678233438,86.49842271293376,27.583979328165377
FLT1,0,12,0.038216561,1170.240754,53.53981293,0.274938315,0.00333859,1,0,0,1,1,2,9.083606557377047,9.1,1.001804728,6.498422712933754,76.15141955835962,74.03100775193798
FOXF1,15,10,0.161290323,125.992153,63.91876503,0.264541292,0.002031354,0,0,1,1,0,2,7.498360655737706,0.5,0.066681242,77.94952681388013,80,8.204134366925064
FOXG1,2,8,0.047619048,76.3975674,4.615309329,0.28482746,0.006240775,0,1,0,1,0,2,2.601639344262295,0,0,12.113564668769715,28.580441640378552,2.3901808785529712
FOXP2,15,10,0.074626866,313.3789138,14.71290224,0.25611558,0.001777881,0,1,0,1,0,2,5.796721311,1.4,0.241515837,28.485804416403788,42.27129337539432,22.157622739018088
FOXS1,9,14,0.082352941,721.71813,38.92388254,0.302384183,0.010074956,0,1,0,1,0,2,4.108196721311476,7,1.703910615,34.82649842271293,67.82334384858044,89.72868217054264
FRMD3,6,4,0.08,41.44718596,16.94527175,0.236292033,0.000618138,0,0,1,1,0,2,6.318032786885246,5.3,0.838868708,33.31230283911672,45.678233438485805,66.5374677
GADD45G,11,10,0.065789474,745.6041238,9.458988543,0.26762738,0.002494915,0,1,0,1,1,2,10.732786885245902,3,0.279517336,22.334384858044164,35.709779179810724,24.483204134366925
GALNT12,4,26,0.147727273,3919.441468,90.30748028,0.306002354,0.016060708,0,0,1,1,0,2,6.831147540983605,4,0.585553156,73.56466876971609,86.43533123028391,48.320413436692505
GBP2,10,10,0.096153846,1244.325799,95.2738345,0.292957746,0.006862936,0,1,0,1,0,2,22.76885246,12.4,0.544603643,45.14195583596214,87.31861199,45.542635658914726
GBP5,10,2,0.076923077,0,0,0.207198831,0.000105464,0,0,1,1,0,2,5.914754098360655,3.3,0.557926829,30.157728706624603,10.189274447949527,46.57622739018088
GCH1,9,20,0.163934426,5979.605706,441.4580544,0.299424184,0.01099786,0,1,0,1,0,2,4.845901639344262,5.2,1.073071719,78.64353312302839,98.17034700315457,77.00258397932816
GDF3,6,2,0.083333333,0,0,0.235720762,0.000874308,0,0,1,1,0,2,0.7704918032786884,0.6,0.778723404,35.80441640378549,10.189274447949527,62.59689922
GEM,9,28,0.096551724,5876.764468,68.7636471,0.309094512,0.009826766,0,1,0,1,0,2,12.722950819672132,32.1,2.522999613,45.39432176656151,81.32492113564669,95.21963824289405
GFPT2,9,16,0.126984127,1214.883437,19.34486793,0.319344933,0.015836933,0,1,1,0,0,2,7.955737704918033,2.9,0.364516794,64.41640378548897,49.08517350157729,31.266149870801037
GJA4,22,4,0.25,86.05441019,318.8679556,0.251531764,0.001413209,0,0,1,1,1,2,9.318032786885242,13.3,1.427339901,93.50157728706625,96.90851735015772,85.85271317829456
GLIPR1,23,2,0.058823529,0,0,0.22517321,0.0003323,0,0,1,1,0,2,15.73606557377049,7.2,0.457547661,17.47634069400631,10.189274447949527,38.695090439276484
GLT8D2,4,4,0.076923077,14.18280373,3.420171641,0.240740741,0.001228705,0,0,1,1,0,2,7.491803278688525,21.8,2.909846827,30.157728706624603,26.498422712933756,96.25322997
GPM6B,11,4,0.08,35.82452638,6.682478617,0.2268431,0.000649522,0,0,1,1,1,2,19.006557377049177,3.2,0.168362946,33.31230283911672,31.73501577287066,16.27906976744186
GPR183,4,6,0.081081081,40.59153609,19.08726235,0.257425743,0.001649531,0,0,1,1,0,2,15.73606557377049,4.8,0.305031774,34.25867507886436,48.51735015772871,26.550387596899228
GPRC5B,1,26,0.131313131,1405.705985,47.19451233,0.290773532,0.017220495,0,0,1,1,0,2,17.61311475409836,3.8,0.215748325,66.68769716088329,72.74447949526814,20.155038759689923
GTF2B,2,22,0.088,4199.839718,92.50352764,0.327387198,0.019521597,0,1,0,1,1,2,25.983606557377044,13.8,0.531104101,39.305993690851736,86.87697161,44.315245478036175
GULP1,9,10,0.12195122,403.1968133,7.169917189,0.269523151,0.002786396,0,0,1,1,0,2,9.991803278688524,19.4,1.941591468,61.48264984,32.68138801261829,92.18346253229974
GXYLT2,22,12,0.272727273,460.740422,91.91159352,0.276008493,0.004762223,0,0,1,1,0,2,5.629508196721312,10.7,1.900698893,94.92113564668769,86.62460567823344,91.5374677
HCRTR1,10,2,0.166666667,0,0,0.189989039,2.54e-05,0,0,1,1,0,2,0.996721311,0.7,0.702302632,80.41009463722398,10.189274447949527,57.041343669250644
HGF,4,8,0.1,330.8589378,57.14071928,0.285139828,0.004994696,0,0,1,1,1,2,6.775409836065573,2,0.295185096,47.88643533123028,77.47634069400631,25.581395348837212
HLA-A,22,84,0.146341463,10462.94447,26.16524499,0.360193951,0.124497621,0,0,1,1,1,2,49.7,52.4,1.054325956,72.99684543,56.34069400630914,76.16279069767442
HLA-DPA1,4,42,0.179487179,5686.746375,109.1123752,0.307510349,0.021365024,0,0,1,1,1,2,11.562295081967212,7.5,0.648660145,84.29022082018928,89.21135646687696,52.58397932816538
HOXA5,15,10,0.058823529,624.6510893,39.12123616,0.273780274,0.004150685,0,1,0,1,0,2,5.221311475409837,0.2,0.038304553,17.47634069400631,68.07570977917982,6.6537467700258395
HPSE,4,6,0.066666667,92.17690953,12.9294111,0.280273087,0.005252028,0,0,1,1,0,2,5.419672131147539,0.7,0.129159105,22.996845425867505,40,13.824289405684754
HS3ST2,4,2,0.0625,0,0,0.239741817,0.000980502,0,0,1,1,0,2,2.593442623,5,1.927939317,19.842271293375394,10.189274447949527,92.05426356589147
HSD17B2,22,2,0.090909091,0,0,0.262273033,0.002957952,0,0,1,1,0,2,7.842622950819672,21.3,2.715928094,41.230283911671926,10.189274447949527,95.86563307
ICAM1,9,18,0.036437247,1805.067869,9.300550135,0.314136126,0.012552341,0,0,1,1,1,2,12.877049180327868,10.6,0.823169955,6.025236593059937,35.33123028391167,65.43927648578811
IFITM1,22,60,0.084033613,7053.258982,43.55200529,0.337589266,0.05151904,0,0,1,1,1,2,46.57540983606558,49.5,1.06279258,36.782334384858046,70.41009463722398,76.74418604651163
IKBKE,2,34,0.168316832,2178.699884,68.76070874,0.329949239,0.028576837,0,1,0,1,0,2,4.955357142857143,1.5,0.302702703,82.01892744479495,81.26182965299684,26.356589147286826
IL12A,4,6,0.272727273,111.2743415,34.4642798,0.246601328,0.000727036,0,0,1,1,0,2,1.9327868852459016,0.2,0.103477523,94.92113564668769,64.54258675078864,11.692506459948321
IL1A,11,2,0.041666667,0,0,0.21285305,8.52e-05,0,1,0,1,0,2,2.0344262295081967,0,0,8.675078864353312,10.189274447949527,2.3901808785529712
IL1B,2,16,0.170212766,374.6018779,35.58017394,0.303030303,0.013205375,0,1,0,1,0,2,8.013114754098359,1,0.124795417,82.33438485804416,65.55205047318611,13.565891472868216
IL1RL1,22,8,0.2,196.2842421,25.85507595,0.269104709,0.0023694,0,0,1,1,1,2,6.847540983606558,1,0.146037826,88.26498422712933,56.02523659305994,14.79328165374677
INA,9,24,0.092307692,2844.547142,50.16655967,0.329113924,0.026502838,0,1,0,1,0,2,6.895081967213115,5.5,0.797669995,42.46056782334385,74.38485804416403,63.82428940568475
INHBA,4,6,0.15,90.77853216,26.19293496,0.235187698,0.000459807,0,0,1,1,0,2,5.470491803278689,1.4,0.25591849,74.1955836,56.40378548895899,23.191214470284237
IRF1,2,10,0.076923077,166.3223914,13.83067453,0.290016732,0.006313947,0,1,0,1,1,2,19.33606557377049,10.3,0.53268334,30.157728706624603,41.451104100946374,44.50904392764858
IRF5,2,12,0.130434783,223.1477959,42.49487872,0.288675056,0.00723185,0,1,0,1,0,2,8.072131147540984,2,0.247766044,66.02523659305993,69.84227129337539,22.48062015503876
IRF7,2,24,0.130434783,2993.93813,25.97217606,0.312187312,0.015804348,0,1,0,1,0,2,7.316393443,5.2,0.710732691,66.02523659305993,56.15141955835961,57.81653746770026
ISOC1,9,12,0.074074074,492.4719168,48.91688364,0.307813733,0.015712746,0,0,1,1,0,2,14.06065573770492,5.4,0.384050367,27.854889589905362,73.50157728706624,33.33333333333333
ITGA1,1,16,0.177777778,1089.832761,62.00736628,0.304271504,0.03560115,0,0,1,1,0,2,11.352459016393444,5.9,0.519711191,83.84858044164038,79.55835962,43.41085271317829
ITGB3,4,24,0.214285714,2944.319184,36.25151571,0.300346554,0.014484519,0,0,1,1,0,2,4.973770491803278,1.8,0.361898484,90.22082018927445,66.11987382,30.684754521963825
ITGB4,15,14,0.064220183,1762.887075,25.34664341,0.298965121,0.006329298,0,0,1,1,0,2,13.50983606557377,9.8,0.725397403,21.451104100946374,55.20504731861199,58.97932816537468
ITGB8,4,10,0.147058824,982.2714974,56.41350933,0.279269603,0.005652985,0,0,1,1,0,2,9.993442622950816,37.5,3.75246063,73.24921135646689,77.03470031545741,97.28682170542635
ITPRIP,4,16,0.13559322,955.5721774,25.40346303,0.304449649,0.010887051,0,0,1,1,0,2,10.53442623,21.7,2.059912854,68.73817034700316,55.268138801261834,93.15245478036177
JPH1,1,54,0.110204082,7502.216542,49.40371686,0.359281437,0.103663194,0,0,1,1,0,2,3.3967213114754102,0,0,53.31230283911672,74.00630914826498,2.3901808785529712
JRK,9,6,0.065217391,275.6263658,27.83722894,0.258192651,0.001418598,0,1,0,1,0,2,4.2875,5.4,1.259475219,22.113564668769715,58.48580441640379,82.36434108527132
KAT2B,2,52,0.106557377,7025.821318,22.57596683,0.306845004,0.012140749,0,1,0,1,0,2,13.675409836065572,10.7,0.782426277,51.671924290220815,52.30283911671925,62.855297157622736
KCNJ15,11,2,0.25,0,0,0.162618576,1.13e-06,0,0,1,1,0,2,7.3721311475409825,0.2,0.027129197,93.50157728706625,10.189274447949527,6.136950904392765
KCNJ5,11,4,0.105263158,1559,218.8420152,0.194174757,2.83e-05,0,0,1,1,0,2,3.931147540983608,3.3,0.839449541,51.07255520504732,95.58359621451105,66.66666666666666
KCNN3,1,2,0.1,0,0,0.283481737,0.009584463,0,0,1,1,1,2,6.155737704918032,0.1,0.016245007,47.88643533123028,10.189274447949527,5.297157622739018
KCNT2,1,8,0.125,262.8114285,50.58865152,0.258192651,0.002792699,0,0,1,1,0,2,3.068852459016394,2.9,0.944978632,63.40694006309149,74.63722397476342,71.89922480620154
KCTD16,2,8,0.4,114.5883699,34.43780419,0.282506338,0.005197524,0,1,0,1,0,2,2.278688524590164,0,0,98.51735015772871,64.47949526813879,2.3901808785529712
KITLG,4,6,0.2,96.4123575,33.51387345,0.264810728,0.002840416,0,0,1,1,0,2,7.568852459016394,7.8,1.030539311,88.26498422712933,63.65930599369085,75.19379845
KLF2,2,4,0.153846154,28.18567854,7.147238497,0.270598439,0.002647947,0,1,0,1,1,2,22.137704918032785,38.3,1.730079976,75.86750788643532,32.555205047318616,90.24547803617571
KLF5,2,22,0.058823529,1287.230197,24.4165914,0.320987654,0.017484662,0,1,0,1,0,2,15.21967213114754,1.8,0.118267988,17.47634069400631,54.25867507886435,12.919896640826872
KLF9,15,2,0.011235955,0,0,0.240184758,0.000548404,0,1,0,1,0,2,15.150819672131146,20.4,1.346461805,0.063091483,10.189274447949527,84.62532299741602
KLK1,4,14,0.166666667,420.7941303,59.16337428,0.275569687,0.003472141,0,0,1,1,0,2,20.40819672131148,0.1,0.004899992,80.41009463722398,78.61198738170347,4.844961240310078
KRT80,2,6,0.047619048,98.40738765,8.789055496,0.283791159,0.004382447,0,1,0,1,0,2,4.534426229508196,0.1,0.022053507,12.113564668769715,34.70031545741325,5.620155039
L3MBTL1,15,10,0.046296296,3318.445075,88.5835634,0.270457698,0.002376161,0,1,0,1,0,2,7.252459016393442,7.5,1.034132007,11.35646687697161,85.99369085173501,75.3875969
LAD1,23,4,0.04,33.35727256,5.537774066,0.299942319,0.00955639,0,1,0,1,0,2,10.518032786885248,0.5,0.047537406,7.539432176656151,29.96845425867508,7.3643410852713185
LAMA5,4,24,0.117647059,1323.208904,12.94145074,0.32486464,0.026031497,0,0,1,1,1,2,11.340983606557376,18.6,1.640069384,59.24290221,40.063091482649845,88.95348837209302
LAMC3,4,10,0.125,251.669157,37.13661142,0.275423729,0.003274422,0,0,1,1,0,2,4.918032786885245,7.5,1.525,63.40694006309149,67.00315457,87.66149870801033
LCP1,9,18,0.095744681,1283.665771,19.55363777,0.317654246,0.016122255,0,1,0,1,0,2,26.490163934426228,5.5,0.207624234,44.92113565,49.58990536277603,19.05684754521964
LEPR,4,6,0.09375,86.60853985,6.368693224,0.272251309,0.003342156,0,0,1,1,1,2,9.37704918,18.1,1.930244755,43.4384858,31.293375394321764,92.11886304909561
LIPG,6,10,0.078125,190.3082208,1.863914116,0.286554004,0.007053501,0,0,1,1,0,2,4.868852459016395,8.3,1.704713805,31.577287066246058,23.65930599369085,89.79328165374677
LITAF,2,22,0.150684932,1897.421668,62.52146138,0.303561004,0.009897822,0,1,0,1,1,2,36.73934426229509,26,0.707688189,74.63722397476342,79.74763406940063,57.49354005167958
LOX,23,6,0.075,25.09134017,2.361776507,0.269290523,0.004103369,0,0,1,1,0,2,7.0377049180327855,3.2,0.454693687,28.706624605678233,24.73186119873817,38.50129198966408
LRRC3,4,6,0.176470588,127.2115254,129.129941,0.243255886,0.001458039,0,0,1,1,0,2,3.096721311475409,2.1,0.67813658,83.53312302839116,90.78864353312302,55.23255813953488
LRRC37A3,9,2,0.2,0,0,0.272156315,0.002509151,0,0,1,1,0,2,7.721311475409838,8.3,1.074946921,88.26498422712933,10.189274447949527,77.13178294573643
LRRC4C,4,20,0.192307692,4437.830374,347.2817577,0.302677532,0.00997292,0,0,1,1,0,2,3.745901639344262,1.3,0.347045952,86.59305993690852,97.35015772870662,29.71576227390181
LRRC69,2,2,1,0,0,0.257553244,0.001919584,0,1,0,1,0,2,0.984313725,,,99.81072555205047,10.189274447949527,
LRRTM2,11,4,0.111111111,25.20475338,13.31584059,0.270645385,0.003038154,0,0,1,1,0,2,3.370491803278689,1,0.296692607,54.763406940063085,40.75709779179811,25.775193798449614
LTA,22,4,0.086956522,1559,124.9407291,0.224234584,0.000228144,0,0,1,1,0,2,1.6278688524590164,0.2,0.12286002,38.548895899053626,90.41009463722396,13.436692506459949
LTBP1,4,26,0.171052632,2876.01457,51.51098639,0.313693947,0.016389998,0,0,1,1,0,2,13.081967213114757,10,0.764411028,82.52365930599369,75.14195583596215,61.56330749354005
LY6E,22,2,0.125,0,0,0.203735144,8.38e-05,0,0,1,1,0,2,28.48688524590164,23.3,0.817920239,63.40694006309149,10.189274447949527,65.18087855297158
LYPD6,4,4,0.0625,8.617971989,3.540862699,0.253082414,0.003666062,0,0,1,1,0,2,3.639344262295082,2.8,0.769369369,19.842271293375394,26.624605678233436,61.88630490956072
LYVE1,22,12,0.230769231,485.199594,106.5335247,0.249959942,0.001033079,0,0,1,1,0,2,12.326229508196722,6,0.486766857,91.60883280757098,88.83280757097792,40.69767441860465
MAF,2,4,0.035714286,22.3645793,5.865645088,0.282352941,0.004247765,0,1,0,1,0,2,16.900000000000002,14.1,0.834319527,5.7728706624605675,30.59936909,66.21447028423772
MAFF,15,12,0.133333333,517.0374506,12.49662677,0.278969957,0.003591954,0,1,0,1,1,2,14.965573770491805,5.9,0.394238142,67.66561514195584,39.49526813880126,34.30232558139535
MAFK,15,4,0.066666667,0,0,0.268225585,0.002277668,0,1,0,1,0,2,13.252459016393445,6.7,0.505566551,22.996845425867505,10.189274447949527,42.11886304909561
MAMDC2,9,2,0.111111111,0,0,0.217361014,0.000149391,0,0,1,1,0,2,11.004918032786886,16.1,1.462982273,54.763406940063085,10.189274447949527,86.43410852713178
MAN2B1,4,14,0.112903226,2184.264653,111.471607,0.288835401,0.008133125,0,0,1,1,0,2,16.288524590163934,12,0.736714976,56.214511041009466,89.58990536277602,59.94832041
MANSC1,23,20,0.097087379,3494.776585,146.020203,0.300925926,0.008575516,0,0,1,1,0,2,11.827868852459018,12.8,1.082189882,45.74132492113564,92.36593059936908,77.32558139534885
MAP2,9,20,0.136986301,1487.875624,85.83769661,0.305642633,0.012304774,0,1,0,1,0,2,12.708196721311472,7.6,0.598039216,69.21135646687698,85.42586750788644,49.16020671834625
MAP3K8,2,8,0.148148148,360.9201149,83.38909298,0.278920079,0.004860908,0,1,0,1,0,2,13.016393442622952,9.4,0.722166247,73.65930599369085,85.11041009463722,58.462532299741596
MAP9,9,6,0.063829787,1568.546533,165.6331564,0.229243204,0.00062314,0,1,0,1,0,2,6.804918032786884,3.3,0.484943387,21.230283911671926,93.50157728706625,40.50387596899225
MATN1,11,4,0.25,10.26613711,54.54918833,0.24940048,0.001755283,0,0,1,1,0,2,0.9360655737704918,0.4,0.42732049,93.50157728706625,76.40378548895899,36.304909560723516
MEOX1,2,12,0.057142857,1667.632796,26.26345804,0.270645385,0.00221489,0,1,0,1,0,2,4.634426229508197,0.8,0.172621153,16.782334384858043,56.46687697160884,16.60206718346253
MEST,4,6,0.071428571,329.742047,16.1927099,0.266211604,0.00266451,0,0,1,1,0,2,11.609836065573772,8.4,0.723524428,26.466876971608833,44.290220820189276,58.78552971576227
MFNG,15,4,0.095238095,27.74349605,28.53007083,0.255360943,0.001101362,0,0,1,1,0,2,12.190163934426227,4.4,0.360946746,44.41640378548896,59.24290221,30.555555555555557
MGAT4C,4,26,0.351351351,1388.840905,211.4022344,0.28032345,0.006410696,0,0,1,1,0,2,3.132786885245902,0,0,97.98107255520505,95.26813880126183,2.3901808785529712
MPP1,9,12,0.051724138,704.3580385,3.327963644,0.306603774,0.012315618,0,1,0,1,0,2,15.96065573770492,6.4,0.400986031,14.132492113564668,26.37223974763407,34.883720930232556
MRAP2,22,16,0.105263158,508.1155193,12.03863686,0.288835401,0.012497988,0,0,1,1,0,2,4.465573770491804,4.7,1.052496329,51.07255520504732,38.801261829652994,76.03359173126614
MRI1,9,10,0.138888889,266.1466287,74.06410409,0.300867888,0.012909075,0,1,0,1,0,2,17.15737704918033,18.5,1.078253392,69.93690851735016,82.96529968454259,77.26098191
MSX2,9,26,0.069892473,4078.421965,17.30597614,0.306845004,0.011454368,0,1,0,1,0,2,2.8737704918032785,6.6,2.296634341,25.173501577287066,46.11987382,94.44444444444444
MTMR7,9,4,0.031746032,1559,16.03341991,0.232905345,0.000506355,0,1,0,1,0,2,4.434426229508197,4.7,1.059889094,3.943217665615142,44.10094637223975,76.55038759689923
MTUS1,9,14,0.0875,439.8363381,5.180885902,0.287769784,0.004679405,0,1,0,1,1,2,21.08032786885246,10.3,0.488607201,39.08517350157729,29.274447949526817,40.89147286821706
MYH10,11,48,0.073170732,7310.546342,36.15764998,0.351114112,0.044567523,0,0,1,1,0,2,10.977049180327867,8.6,0.783452808,27.50788643533123,65.99369085173502,63.04909560723514
N4BP2L1,9,2,0.166666667,0,0,0.259093174,0.002264997,0,0,1,1,0,2,14.957377049180328,7.3,0.488053485,80.41009463722398,10.189274447949527,40.82687338501292
NBEAL2,14,2,0.043478261,0,0,1,2.15e-27,0,0,1,1,0,2,9.673770492,5.2,0.537536011,9.684542586750789,10.189274447949527,45.025839793281655
NBN,2,18,0.049450549,901.7768198,8.144067014,0.336134454,0.025649748,0,1,0,1,0,2,18.82131147540984,7.1,0.377231948,13.154574132492113,33.943217665615144,32.55813953488372
NCF4,10,4,0.25,250.8087158,2383.889103,0.262184874,0.002411135,0,0,1,1,0,2,10.688524590163937,4.2,0.392944785,93.50157728706625,99.81072555205047,34.04392764857881
NCOA7,1,14,0.189189189,177.6532079,103.3797981,0.307449744,0.030970769,0,0,1,1,0,2,20.54426229508196,7.6,0.369932972,86.05678233438486,88.58044164037855,31.718346253229974
NEB,9,22,0.2,3701.280355,93.72092333,0.305343511,0.009078008,0,1,0,1,0,2,10.042622950819672,0,0,88.26498422712933,87.06624605678233,2.3901808785529712
NFIL3,15,4,0.0625,18.21185479,2.518820188,0.249959942,0.001032775,0,1,0,1,0,2,16.521311475409835,3.5,0.211847589,19.842271293375394,24.984227129337537,19.638242894056848
NFKB1,2,64,0.115523466,10154.50434,40.51563254,0.342030257,0.034572,0,1,0,1,0,2,15.965573770491805,10.8,0.676455488,57.91798107,68.83280757097792,55.10335917312662
NFKB2,2,36,0.157894737,3367.410126,41.45864228,0.334763948,0.028221513,0,1,0,1,0,2,13.044262295081966,7.3,0.559633028,77.09779179810725,69.27444794952682,46.70542635658915
NFKBIA,2,44,0.104761905,6069.448982,29.4408836,0.328628608,0.028138817,0,1,0,1,1,2,38.440983606557374,19.5,0.507271099,50.72555205047319,60.315457413249206,42.248062015503876
NFKBIB,2,14,0.0875,1010.318478,13.60743527,0.313064419,0.014415708,0,1,0,1,0,2,8.975409836065575,5.1,0.568219178,39.08517350157729,41.13564668769716,47.41602067183462
NID1,4,12,0.214285714,313.7537956,88.63566904,0.280525085,0.005546735,0,0,1,1,0,2,16.04262295081967,19.9,1.240445534,90.22082018927445,86.05678233438486,81.78294573643412
NID2,4,26,0.175675676,2415.74145,92.31528664,0.316622691,0.018372306,0,0,1,1,0,2,5.640983606557376,17.4,3.084568439,83.2807571,86.75078864353313,96.51162790697676
NIPAL4,11,6,0.136363636,174.0464949,13.98495347,0.261701057,0.002132609,0,0,1,1,0,2,3.9032786885245896,0,0,68.92744479495269,41.64037855,2.3901808785529712
NOS3,9,12,0.12,1952.94628,128.0369774,0.299137105,0.011759877,0,1,0,1,1,2,7.896721311,5.2,0.658501142,60.59936908517351,90.66246056782335,53.617571059431526
NOTCH2,1,94,0.112171838,16228.03168,17.92055039,0.35632709,0.118479056,0,0,1,1,0,2,8.596721311475411,9.4,1.093440122,56.08832807570978,47.06624605678233,77.71317829457365
NOXA1,11,14,0.116666667,596.4280125,28.75355468,0.274117027,0.002650406,0,1,0,1,0,2,9.042622950819672,10,1.105873822,58.359621451104104,59.36908517350158,78.22997416020672
